Action,Sequence,Data
fight,20,[0.5121436715126038 0.5747293829917908 -0.6867219805717468 ... 0.0 0.0 0.0]
fight,20,[0.512236475944519 0.5749027132987976 -0.6827889680862427 ... 0.0 0.0 0.0]
fight,20,[0.5131431818008423 0.5752518177032471 -0.6292096972465515 ... 0.0 0.0 0.0]
fight,20,[0.5141221284866333 0.5756832361221313 -0.6337175369262695 ... 0.0 0.0 0.0]
fight,20,[0.5141680836677551 0.5762598514556885 -0.756573498249054 ... 0.0 0.0 0.0]
fight,20,[0.5145038366317749 0.5764315128326416 -0.7262096405029297 ... 0.0 0.0 0.0]
fight,20,[0.5170844793319702 0.5715392827987671 -0.6173546314239502 ... 0.0 0.0 0.0]
fight,20,[0.5168865323066711 0.5719966292381287 -0.5965666174888611 ... 0.0 0.0 0.0]
fight,20,[0.5165961980819702 0.5720747709274292 -0.6049192547798157 ... 0.0 0.0 0.0]
fight,20,[0.5165405869483948 0.5724954009056091 -0.6054414510726929 ... 0.0 0.0 0.0]
fight,20,[0.5163877010345459 0.5725832581520081 -0.5961145162582397 ... 0.0 0.0 0.0]
fight,20,[0.5165204405784607 0.573594331741333 -0.6576570272445679 ... 0.0 0.0 0.0]
fight,20,[0.5164754986763 0.5736952424049377 -0.6759198904037476 ... 0.0 0.0 0.0]
fight,21,[0.5146437883377075 0.5770649313926697 -0.7287449836730957 ... 0.0 0.0 0.0]
fight,21,[0.5146719217300415 0.5770005583763123 -0.6603093147277832 ... 0.0 0.0 0.0]
fight,21,[0.5160843729972839 0.5731785893440247 -0.8633793592453003 ... 0.0 0.0 0.0]
fight,21,[0.5168658494949341 0.5732189416885376 -0.8209942579269409 ... 0.0 0.0 0.0]
fight,21,[0.5177208781242371 0.5730712413787842 -0.816468358039856 ... 0.0 0.0 0.0]
fight,21,[0.5176311135292053 0.5729120373725891 -0.8459694981575012 ... 0.0 0.0 0.0]
fight,21,[0.5171046853065491 0.5729238390922546 -0.8453282117843628 ... 0.0 0.0 0.0]
fight,21,[0.5164538025856018 0.5729270577430725 -0.814605712890625 ... 0.0 0.0 0.0]
fight,21,[0.5164855718612671 0.5718563795089722 -0.9259989857673645 ... 0.0 0.0 0.0]
fight,21,[0.5167081356048584 0.5702942609786987 -0.8910923004150391 ... 0.0 0.0 0.0]
fight,21,[0.5167117714881897 0.5702331066131592 -0.8905116319656372 ... 0.0 0.0 0.0]
fight,21,[0.5166943073272705 0.5712331533432007 -0.876544177532196 ... 0.0 0.0 0.0]
fight,21,[0.5149844288825989 0.5769336223602295 -0.7604681253433228 ... 0.0 0.0 0.0]
fight,21,[0.5166984796524048 0.5730087757110596 -0.8187382817268372 ... 0.0 0.0 0.0]
fight,21,[0.5167209506034851 0.5737443566322327 -0.8204486966133118 ... 0.0 0.0 0.0]
fight,21,[0.516737163066864 0.5745385885238647 -0.8541452288627625 ... 0.0 0.0 0.0]
fight,21,[0.517481803894043 0.5747988820075989 -0.8356451988220215 ... 0.0 0.0 0.0]
fight,21,[0.5175140500068665 0.5752116441726685 -0.8184589147567749 ... 0.0 0.0 0.0]
fight,21,[0.5174645185470581 0.5756519436836243 -0.8149698376655579 ... 0.0 0.0 0.0]
fight,21,[0.5172733068466187 0.5762345194816589 -0.8157035708427429 ... 0.0 0.0 0.0]
fight,21,[0.5172765851020813 0.5768491625785828 -0.8248435854911804 ... 0.0 0.0 0.0]
fight,21,[0.5172661542892456 0.5768638849258423 -0.8431580662727356 ... 0.0 0.0 0.0]
fight,21,[0.5168059468269348 0.5767970681190491 -0.7839794158935547 ... 0.0 0.0 0.0]
fight,21,[0.5152170658111572 0.5752487182617188 -0.7802804112434387 ... 0.0 0.0 0.0]
fight,21,[0.5158969163894653 0.5752410888671875 -0.791259765625 ... 0.0 0.0 0.0]
fight,21,[0.5159100294113159 0.5723898410797119 -0.7789977192878723 ... 0.0 0.0 0.0]
fight,21,[0.5157765746116638 0.5718761086463928 -0.7962342500686646 ... 0.0 0.0 0.0]
fight,21,[0.5156262516975403 0.5718929171562195 -0.7834423184394836 ... 0.0 0.0 0.0]
fight,21,[0.5155731439590454 0.5720728039741516 -0.8399010896682739 ... 0.0 0.0 0.0]
fight,21,[0.515576183795929 0.5725928544998169 -0.8690364956855774 ... 0.0 0.0 0.0]
fight,22,[0.5165680646896362 0.577214777469635 -0.7735105752944946 ... 0.0 0.0 0.0]
fight,22,[0.5168118476867676 0.5771579146385193 -0.8266026377677917 ... 0.0 0.0 0.0]
fight,22,[0.5172927975654602 0.5731375217437744 -0.7938655018806458 ... 0.0 0.0 0.0]
fight,22,[0.5175670385360718 0.5719430446624756 -0.8363863825798035 ... 0.0 0.0 0.0]
fight,22,[0.5174921751022339 0.5723177790641785 -0.8621875643730164 ... 0.0 0.0 0.0]
fight,22,[0.5173941254615784 0.5725962519645691 -0.8888713121414185 ... 0.0 0.0 0.0]
fight,22,[0.5173318386077881 0.5726327300071716 -0.900821328163147 ... 0.0 0.0 0.0]
fight,22,[0.5173050165176392 0.5726717710494995 -0.9457728266716003 ... 0.0 0.0 0.0]
fight,22,[0.5172373056411743 0.5735555291175842 -0.9342888593673706 ... 0.0 0.0 0.0]
fight,22,[0.5172776579856873 0.5745905637741089 -0.9130489230155945 ... 0.0 0.0 0.0]
fight,22,[0.5175454616546631 0.5746145844459534 -0.7248970866203308 ... 0.0 0.0 0.0]
fight,22,[0.5181222558021545 0.5747571587562561 -0.6762435436248779 ... 0.0 0.0 0.0]
fight,22,[0.516839861869812 0.5771204233169556 -0.8265687823295593 ... 0.0 0.0 0.0]
fight,22,[0.5183208584785461 0.5748186707496643 -0.6896982192993164 ... 0.0 0.0 0.0]
fight,22,[0.5185703039169312 0.5748915076255798 -0.7098789811134338 ... 0.0 0.0 0.0]
fight,22,[0.5185757279396057 0.5738796591758728 -0.6663820147514343 ... 0.0 0.0 0.0]
fight,22,[0.5190130472183228 0.5737115144729614 -0.7273645401000977 ... 0.0 0.0 0.0]
fight,22,[0.5190585851669312 0.5737234354019165 -0.8445928692817688 ... 0.0 0.0 0.0]
fight,22,[0.5185373425483704 0.5736363530158997 -0.8625971674919128 ... 0.0 0.0 0.0]
fight,22,[0.5184844136238098 0.5736397504806519 -1.0391128063201904 ... 0.0 0.0 0.0]
fight,22,[0.5181751847267151 0.5736463069915771 -1.0091856718063354 ... 0.0 0.0 0.0]
fight,22,[0.5169984102249146 0.5735046863555908 -1.0076473951339722 ... 0.0 0.0 0.0]
fight,22,[0.5161277651786804 0.573185920715332 -0.9758003354072571 ... 0.0 0.0 0.0]
fight,22,[0.5168278217315674 0.5771273374557495 -0.8255367279052734 ... 0.0 0.0 0.0]
fight,22,[0.5169004201889038 0.5770262479782104 -0.8214852213859558 ... 0.0 0.0 0.0]
fight,22,[0.5170761346817017 0.5772257447242737 -0.8183501362800598 ... 0.0 0.0 0.0]
fight,22,[0.5171774625778198 0.5772133469581604 -0.7651559114456177 ... 0.0 0.0 0.0]
fight,22,[0.5171574354171753 0.5774564146995544 -0.8222712278366089 ... 0.0 0.0 0.0]
fight,22,[0.5172296762466431 0.5772580504417419 -0.7972302436828613 ... 0.0 0.0 0.0]
fight,22,[0.5172338485717773 0.5768305063247681 -0.8476117253303528 ... 0.0 0.0 0.0]
fight,23,[0.5158706903457642 0.5731611847877502 -0.9892929792404175 ... 0.0 0.0 0.0]
fight,23,[0.5152053236961365 0.5743919014930725 -0.8642552495002747 ... 0.0 0.0 0.0]
fight,23,[0.5140384435653687 0.5781752467155457 -0.8165181875228882 ... 0.0 0.0 0.0]
fight,23,[0.5138871073722839 0.5782007575035095 -0.792786717414856 ... 0.0 0.0 0.0]
fight,23,[0.513733446598053 0.5782049894332886 -0.7891502976417542 ... 0.0 0.0 0.0]
fight,23,[0.5136311054229736 0.5786327123641968 -0.7972685098648071 ... 0.0 0.0 0.0]
fight,23,[0.5133923888206482 0.579533040523529 -0.8232598304748535 ... 0.0 0.0 0.0]
fight,23,[0.5134114027023315 0.5796897411346436 -0.8313711285591125 ... 0.0 0.0 0.0]
fight,23,[0.5133645534515381 0.5794494152069092 -0.8292123675346375 ... 0.0 0.0 0.0]
fight,23,[0.5133529901504517 0.5794061422348022 -0.890410304069519 ... 0.0 0.0 0.0]
fight,23,[0.5135263800621033 0.5794550180435181 -0.9652718305587769 ... 0.0 0.0 0.0]
fight,23,[0.5136519074440002 0.5786798000335693 -0.9349920153617859 ... 0.0 0.0 0.0]
fight,23,[0.5145210027694702 0.5758549571037292 -0.8277098536491394 ... 0.0 0.0 0.0]
fight,23,[0.5138882398605347 0.5778542757034302 -0.9455129504203796 ... 0.0 0.0 0.0]
fight,23,[0.5140434503555298 0.5775472521781921 -0.9564666748046875 ... 0.0 0.0 0.0]
fight,23,[0.5140384435653687 0.5772360563278198 -0.9798545837402344 ... 0.0 0.0 0.0]
fight,23,[0.5137943625450134 0.5772360563278198 -1.062743067741394 ... 0.0 0.0 0.0]
fight,23,[0.5134792327880859 0.5767728090286255 -1.0241739749908447 ... 0.0 0.0 0.0]
fight,23,[0.5134598612785339 0.5769202709197998 -1.095361590385437 ... 0.0 0.0 0.0]
fight,23,[0.5135422945022583 0.5769792199134827 -1.0625187158584595 ... 0.0 0.0 0.0]
fight,23,[0.5141344666481018 0.5771110653877258 -1.0546073913574219 ... 0.0 0.0 0.0]
fight,23,[0.5146035552024841 0.5771207213401794 -1.0404911041259766 ... 0.0 0.0 0.0]
fight,23,[0.5146058201789856 0.577289879322052 -1.0595930814743042 ... 0.0 0.0 0.0]
fight,23,[0.5142139792442322 0.5769026279449463 -0.8059695363044739 ... 0.0 0.0 0.0]
fight,23,[0.514211893081665 0.5770977735519409 -0.8256275057792664 ... 0.0 0.0 0.0]
fight,23,[0.5141961574554443 0.5773407220840454 -0.8363752365112305 ... 0.0 0.0 0.0]
fight,23,[0.5143152475357056 0.5774732232093811 -0.833023190498352 ... 0.0 0.0 0.0]
fight,23,[0.5144579410552979 0.5775898098945618 -0.8450044393539429 ... 0.0 0.0 0.0]
fight,23,[0.5144702792167664 0.5775867104530334 -0.8211305737495422 ... 0.0 0.0 0.0]
fight,23,[0.5140482187271118 0.5775489807128906 -0.7683054804801941 ... 0.0 0.0 0.0]
fight,24,[0.514585018157959 0.5774327516555786 -1.0557682514190674 ... 0.0 0.0 0.0]
fight,24,[0.5128738284111023 0.577450156211853 -0.5855612754821777 ... 0.0 0.0 0.0]
fight,24,[0.5102856159210205 0.5780561566352844 -0.8295456767082214 ... 0.0 0.0 0.0]
fight,24,[0.5102642178535461 0.577709972858429 -0.8164011836051941 ... 0.0 0.0 0.0]
fight,24,[0.5102671980857849 0.5774571299552917 -0.8329052925109863 ... 0.0 0.0 0.0]
fight,24,[0.5101855993270874 0.5771399140357971 -0.8273681402206421 ... 0.0 0.0 0.0]
fight,24,[0.5103496313095093 0.5770412683486938 -0.8391301035881042 ... 0.0 0.0 0.0]
fight,24,[0.5103133916854858 0.576847493648529 -0.8224482536315918 ... 0.0 0.0 0.0]
fight,24,[0.5103330016136169 0.5771907567977905 -0.8153090476989746 ... 0.0 0.0 0.0]
fight,24,[0.5103620290756226 0.5776670575141907 -0.7868334054946899 ... 0.0 0.0 0.0]
fight,24,[0.5103567242622375 0.577618420124054 -0.7639807462692261 ... 0.0 0.0 0.0]
fight,24,[0.5103772878646851 0.5777052640914917 -0.7460910081863403 ... 0.0 0.0 0.0]
fight,24,[0.5123727917671204 0.5774930119514465 -0.5536460876464844 ... 0.0 0.0 0.0]
fight,24,[0.5103977918624878 0.5782560706138611 -0.7426591515541077 ... 0.0 0.0 0.0]
fight,24,[0.5104271173477173 0.5782636404037476 -0.7379006743431091 ... 0.0 0.0 0.0]
fight,24,[0.5104362368583679 0.5782375931739807 -0.7730691432952881 ... 0.0 0.0 0.0]
fight,24,[0.5104622840881348 0.5781259536743164 -0.7782726883888245 ... 0.0 0.0 0.0]
fight,24,[0.5104173421859741 0.5781813263893127 -0.7146279215812683 ... 0.0 0.0 0.0]
fight,24,[0.5103752613067627 0.5779344439506531 -0.7162315845489502 ... 0.0 0.0 0.0]
fight,24,[0.51214599609375 0.5765661001205444 -0.7056532502174377 ... 0.0 0.0 0.0]
fight,24,[0.5122443437576294 0.5763015151023865 -0.71135014295578 ... 0.0 0.0 0.0]
fight,24,[0.5123430490493774 0.5756523013114929 -0.717397153377533 ... 0.0 0.0 0.0]
fight,24,[0.5129474401473999 0.5756033658981323 -0.6604593396186829 ... 0.0 0.0 0.0]
fight,24,[0.5114773511886597 0.5776627659797668 -0.5327512621879578 ... 0.0 0.0 0.0]
fight,24,[0.5110467076301575 0.5779131054878235 -0.5270780324935913 ... 0.0 0.0 0.0]
fight,24,[0.510485827922821 0.5784332156181335 -0.5371955633163452 ... 0.0 0.0 0.0]
fight,24,[0.5103853940963745 0.5778713226318359 -0.5455914735794067 ... 0.0 0.0 0.0]
fight,24,[0.5103884935379028 0.5778794884681702 -0.5436223745346069 ... 0.0 0.0 0.0]
fight,24,[0.5104616284370422 0.5787301659584045 -0.5975201725959778 ... 0.0 0.0 0.0]
fight,24,[0.5104599595069885 0.5783494710922241 -0.7998967170715332 ... 0.0 0.0 0.0]
fight,25,[0.5129724144935608 0.5759977698326111 -0.7464748620986938 ... 0.0 0.0 0.0]
fight,25,[0.512973427772522 0.5763502717018127 -0.7570492625236511 ... 0.0 0.0 0.0]
fight,25,[0.5126957893371582 0.5782827734947205 -0.8284590840339661 ... 0.0 0.0 0.0]
fight,25,[0.5126869678497314 0.5782832503318787 -0.823839008808136 ... 0.0 0.0 0.0]
fight,25,[0.5126766562461853 0.5782789587974548 -0.7961825132369995 ... 0.0 0.0 0.0]
fight,25,[0.5126420259475708 0.5783304572105408 -0.7635924816131592 ... 0.0 0.0 0.0]
fight,25,[0.5126032829284668 0.5780764222145081 -0.8555054664611816 ... 0.0 0.0 0.0]
fight,25,[0.5112995505332947 0.5780864953994751 -0.851673424243927 ... 0.0 0.0 0.0]
fight,25,[0.5107125639915466 0.5785892009735107 -0.8372083902359009 ... 0.0 0.0 0.0]
fight,25,[0.5107229351997375 0.5786288380622864 -0.8309014439582825 ... 0.0 0.0 0.0]
fight,25,[0.5105180144309998 0.5786844491958618 -0.7955068349838257 ... 0.0 0.0 0.0]
fight,25,[0.5103594064712524 0.5788425803184509 -0.7890729308128357 ... 0.0 0.0 0.0]
fight,25,[0.5129687786102295 0.5771480798721313 -0.7619855999946594 ... 0.0 0.0 0.0]
fight,25,[0.5101873874664307 0.5794022679328918 -0.7605499029159546 ... 0.0 0.0 0.0]
fight,25,[0.5101815462112427 0.5792257189750671 -0.7543322443962097 ... 0.0 0.0 0.0]
fight,25,[0.5109005570411682 0.579392671585083 -0.8029562830924988 ... 0.0 0.0 0.0]
fight,25,[0.5109049081802368 0.5797909498214722 -0.7997207641601562 ... 0.0 0.0 0.0]
fight,25,[0.5110812783241272 0.5797787308692932 -0.7540673017501831 ... 0.0 0.0 0.0]
fight,25,[0.5108068585395813 0.5797721147537231 -0.7843301296234131 ... 0.0 0.0 0.0]
fight,25,[0.5107212662696838 0.5793254971504211 -0.7394087910652161 ... 0.0 0.0 0.0]
fight,25,[0.5107201337814331 0.5793079137802124 -0.7324816584587097 ... 0.0 0.0 0.0]
fight,25,[0.5107188820838928 0.5791845917701721 -0.7727216482162476 ... 0.0 0.0 0.0]
fight,25,[0.5106109976768494 0.5786857008934021 -0.8117545247077942 ... 0.0 0.0 0.0]
fight,25,[0.5129547715187073 0.5776699185371399 -0.7468940615653992 ... 0.0 0.0 0.0]
fight,25,[0.5132332444190979 0.5778100490570068 -0.7800623774528503 ... 0.0 0.0 0.0]
fight,25,[0.5131940245628357 0.5785418748855591 -0.8013290166854858 ... 0.0 0.0 0.0]
fight,25,[0.5129137635231018 0.5786557793617249 -0.7909914255142212 ... 0.0 0.0 0.0]
fight,25,[0.5129000544548035 0.5786070227622986 -0.781149685382843 ... 0.0 0.0 0.0]
fight,25,[0.5129719972610474 0.5785241723060608 -0.778179943561554 ... 0.0 0.0 0.0]
fight,25,[0.5129964351654053 0.5785690546035767 -0.8186489939689636 ... 0.0 0.0 0.0]
fight,26,[0.5086055994033813 0.5785733461380005 -0.8000931739807129 ... 0.0 0.0 0.0]
fight,26,[0.5085607171058655 0.5792739987373352 -0.7738050222396851 ... 0.0 0.0 0.0]
fight,26,[0.5090441703796387 0.5853683352470398 -0.7854545712471008 ... 0.0 0.0 0.0]
fight,26,[0.5093209147453308 0.5848059058189392 -0.7861419916152954 ... 0.0 0.0 0.0]
fight,26,[0.509447455406189 0.5835320949554443 -0.724518895149231 ... 0.0 0.0 0.0]
fight,26,[0.5098854303359985 0.5821875333786011 -0.7298007607460022 ... 0.0 0.0 0.0]
fight,26,[0.5105897188186646 0.5815150737762451 -0.7126542329788208 ... 0.0 0.0 0.0]
fight,26,[0.5115617513656616 0.5815134048461914 -0.651264488697052 ... 0.0 0.0 0.0]
fight,26,[0.5149575471878052 0.5813568830490112 -0.6685388684272766 ... 0.0 0.0 0.0]
fight,26,[0.5173282027244568 0.5815331935882568 -0.7987162470817566 ... 0.0 0.0 0.0]
fight,26,[0.5176264643669128 0.5820121765136719 -0.7853295207023621 ... 0.0 0.0 0.0]
fight,26,[0.51771080493927 0.5820369124412537 -0.8484963178634644 ... 0.0 0.0 0.0]
fight,26,[0.5085614919662476 0.5802651047706604 -0.7716053128242493 ... 0.0 0.0 0.0]
fight,26,[0.5181165933609009 0.581941545009613 -0.8362091779708862 ... 0.0 0.0 0.0]
fight,26,[0.5182007551193237 0.5819678902626038 -0.8630396127700806 ... 0.0 0.0 0.0]
fight,26,[0.5181899666786194 0.58144211769104 -0.8915066719055176 ... 0.0 0.0 0.0]
fight,26,[0.5181852579116821 0.580832839012146 -0.8618362545967102 ... 0.0 0.0 0.0]
fight,26,[0.5182201266288757 0.58042973279953 -0.8722006678581238 ... 0.0 0.0 0.0]
fight,26,[0.5182856321334839 0.5804612040519714 -0.7954069375991821 ... 0.0 0.0 0.0]
fight,26,[0.5182672739028931 0.5804048180580139 -0.7336868047714233 ... 0.0 0.0 0.0]
fight,26,[0.5180069804191589 0.580157995223999 -0.7238519191741943 ... 0.0 0.0 0.0]
fight,26,[0.5172110795974731 0.5800358057022095 -0.7319766283035278 ... 0.0 0.0 0.0]
fight,26,[0.5171942114830017 0.5794470906257629 -0.7339842319488525 ... 0.0 0.0 0.0]
fight,26,[0.5085095763206482 0.5813259482383728 -0.7365254759788513 ... 0.0 0.0 0.0]
fight,26,[0.5086396932601929 0.5834654569625854 -0.6937687993049622 ... 0.0 0.0 0.0]
fight,26,[0.5090155005455017 0.5837138295173645 -0.6997200846672058 ... 0.0 0.0 0.0]
fight,26,[0.5091204047203064 0.5842876434326172 -0.858034610748291 ... 0.0 0.0 0.0]
fight,26,[0.5091063976287842 0.5849558711051941 -0.8409318923950195 ... 0.0 0.0 0.0]
fight,26,[0.5090206861495972 0.5855428576469421 -0.763384222984314 ... 0.0 0.0 0.0]
fight,26,[0.5089643001556396 0.5855075716972351 -0.7746419906616211 ... 0.0 0.0 0.0]
fight,27,[0.5171093344688416 0.5792517066001892 -0.7415418028831482 ... 0.0 0.0 0.0]
fight,27,[0.5170959234237671 0.5789126753807068 -0.7413939237594604 ... 0.0 0.0 0.0]
fight,27,[0.5159037709236145 0.5780825018882751 -0.8464739918708801 ... 0.0 0.0 0.0]
fight,27,[0.5157738924026489 0.5780826807022095 -0.8404571413993835 ... 0.0 0.0 0.0]
fight,27,[0.5157620310783386 0.578429639339447 -0.8364909887313843 ... 0.0 0.0 0.0]
fight,27,[0.5158425569534302 0.5784886479377747 -0.8375695943832397 ... 0.0 0.0 0.0]
fight,27,[0.5158373117446899 0.5784925222396851 -0.8332067728042603 ... 0.0 0.0 0.0]
fight,27,[0.5157378911972046 0.5794416666030884 -0.8326075673103333 ... 0.0 0.0 0.0]
fight,27,[0.5153792500495911 0.5797299146652222 -0.7050525546073914 ... 0.0 0.0 0.0]
fight,27,[0.5150802135467529 0.5803377032279968 -0.621433675289154 ... 0.0 0.0 0.0]
fight,27,[0.5150325894355774 0.5813520550727844 -0.659202516078949 ... 0.0 0.0 0.0]
fight,27,[0.5147942900657654 0.5822965502738953 -0.658815324306488 ... 0.0 0.0 0.0]
fight,27,[0.5170920491218567 0.5786191821098328 -0.7583328485488892 ... 0.0 0.0 0.0]
fight,27,[0.514779269695282 0.5822561979293823 -0.6456076502799988 ... 0.0 0.0 0.0]
fight,27,[0.5147669315338135 0.5821552872657776 -0.6688496470451355 ... 0.0 0.0 0.0]
fight,27,[0.5146434903144836 0.5820544362068176 -0.7405040264129639 ... 0.0 0.0 0.0]
fight,27,[0.5146603584289551 0.5820516347885132 -0.7699340581893921 ... 0.0 0.0 0.0]
fight,27,[0.5148336291313171 0.581978976726532 -0.7937272787094116 ... 0.0 0.0 0.0]
fight,27,[0.5153430104255676 0.5819600820541382 -0.6523739099502563 ... 0.0 0.0 0.0]
fight,27,[0.5161274075508118 0.5819292664527893 -0.6734886765480042 ... 0.0 0.0 0.0]
fight,27,[0.5169756412506104 0.5819301009178162 -0.6966662406921387 ... 0.0 0.0 0.0]
fight,27,[0.5173073410987854 0.5806964039802551 -0.7263193130493164 ... 0.0 0.0 0.0]
fight,27,[0.517586350440979 0.5800906419754028 -0.7083148956298828 ... 0.0 0.0 0.0]
fight,27,[0.5170536637306213 0.5776612162590027 -0.7576809525489807 ... 0.0 0.0 0.0]
fight,27,[0.5170479416847229 0.5775309205055237 -0.7562419176101685 ... 0.0 0.0 0.0]
fight,27,[0.5171407461166382 0.5775173306465149 -0.7718967199325562 ... 0.0 0.0 0.0]
fight,27,[0.5168304443359375 0.5777083039283752 -0.9020094871520996 ... 0.0 0.0 0.0]
fight,27,[0.516403317451477 0.5778454542160034 -0.7911447286605835 ... 0.0 0.0 0.0]
fight,27,[0.5163825750350952 0.5780532956123352 -0.8556833267211914 ... 0.0 0.0 0.0]
fight,27,[0.5160673260688782 0.5780845284461975 -0.8600164651870728 ... 0.0 0.0 0.0]
fight,28,[0.5175886154174805 0.5787888169288635 -0.6679726839065552 ... 0.0 0.0 0.0]
fight,28,[0.5178338289260864 0.5787681341171265 -0.6435340046882629 ... 0.0 0.0 0.0]
fight,28,[0.515204131603241 0.5745408535003662 -0.9101173281669617 ... 0.0 0.0 0.0]
fight,28,[0.5138034224510193 0.5731953978538513 -0.9590867757797241 ... 0.0 0.0 0.0]
fight,28,[0.5136639475822449 0.5724957585334778 -0.9820483922958374 ... 0.0 0.0 0.0]
fight,28,[0.5136092305183411 0.5725353956222534 -0.8351929783821106 ... 0.0 0.0 0.0]
fight,28,[0.5130037665367126 0.5699084401130676 -0.8368595838546753 ... 0.0 0.0 0.0]
fight,28,[0.512396514415741 0.568834662437439 -0.9391613006591797 ... 0.0 0.0 0.0]
fight,28,[0.5117617249488831 0.5697469115257263 -0.7945212721824646 ... 0.0 0.0 0.0]
fight,28,[0.5109690427780151 0.5701754689216614 -0.7380684614181519 ... 0.0 0.0 0.0]
fight,28,[0.510872483253479 0.5698590874671936 -0.6724956035614014 ... 0.0 0.0 0.0]
fight,28,[0.5100410580635071 0.5706368684768677 -0.6727994680404663 ... 0.0 0.0 0.0]
fight,28,[0.5174930691719055 0.578338086605072 -0.654005765914917 ... 0.0 0.0 0.0]
fight,28,[0.5100345611572266 0.5688608288764954 -0.7091522812843323 ... 0.0 0.0 0.0]
fight,28,[0.5088112950325012 0.5680411458015442 -0.7160487771034241 ... 0.0 0.0 0.0]
fight,28,[0.5086416006088257 0.5676873922348022 -0.7421753406524658 ... 0.0 0.0 0.0]
fight,28,[0.5086848735809326 0.5681335926055908 -0.8272282481193542 ... 0.0 0.0 0.0]
fight,28,[0.5086901783943176 0.5675029158592224 -0.9600945711135864 ... 0.0 0.0 0.0]
fight,28,[0.5085060596466064 0.5702421069145203 -0.9101691246032715 ... 0.0 0.0 0.0]
fight,28,[0.5100752711296082 0.5703045725822449 -0.9843457341194153 ... 0.0 0.0 0.0]
fight,28,[0.5107588171958923 0.5705161690711975 -0.9521340131759644 ... 0.0 0.0 0.0]
